time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
47.4990,30.5539,-442.5097,202.4707,-3.1534
47.6366,30.5380,-442.4900,202.4908,-3.1583
47.7669,30.5157,-442.5452,202.4825,-3.1709
47.9015,30.5914,-442.4382,202.4984,-3.1512
48.0364,30.6509,-442.4168,202.4937,-3.1576
48.1680,30.6678,-442.3865,202.4979,-3.1432
48.3002,30.7087,-442.4056,202.4975,-3.1493
48.4340,30.7152,-442.3764,202.4850,-3.1601
48.5661,30.6539,-442.3884,202.5091,-3.1552
48.6985,30.6978,-442.4167,202.4962,-3.1409
48.8360,30.7952,-442.2712,202.5094,-3.1681
48.9714,30.7833,-442.2907,202.4935,-3.1706
49.1056,30.7952,-442.2744,202.5086,-3.1496
49.2389,30.7558,-442.2982,202.5083,-3.1579
49.3733,30.7086,-442.3587,202.5132,-3.1475
49.5085,30.6419,-442.3824,202.4976,-3.1470
49.6487,30.5788,-442.4431,202.4893,-3.1340
49.7835,30.6646,-442.3960,202.5003,-3.1443
49.9189,30.6867,-442.3836,202.4882,-3.1543
50.0536,30.7076,-442.3446,202.5197,-3.1657
50.2015,30.7081,-442.3702,202.4826,-3.1635
50.3376,30.7466,-442.3182,202.4896,-3.1555
50.4766,30.6992,-442.3804,202.4861,-3.1525
50.6156,30.7248,-442.3528,202.4763,-3.1319
50.7550,30.6656,-442.3963,202.4982,-3.1466
50.8952,30.5472,-442.5317,202.5057,-3.1586
51.0452,30.6089,-442.4571,202.4843,-3.1383
51.1820,30.6735,-442.3790,202.4886,-3.1329
51.3260,30.6329,-442.4440,202.4978,-3.1528
51.4663,30.6796,-442.3846,202.4825,-3.1416
51.6042,30.6654,-442.3508,202.4926,-3.1448
51.7444,30.5893,-442.4489,202.5043,-3.1652
51.8863,30.7108,-442.3563,202.4930,-3.1474
52.0337,30.7486,-442.3029,202.4847,-3.1320
52.1754,30.7374,-442.3220,202.5016,-3.1394
52.3230,30.6574,-442.3820,202.5048,-3.1337
